City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,chonchi,-42.6128,-73.8092,2.84,91,31,1.4,CL,1714188841
364,lycksele,64.5954,18.6735,0.24,100,75,1.54,SE,1714188841
365,gressier,18.55,-72.5167,26.04,79,44,2.19,HT,1714188841
366,bhattarai danda,27.8828,83.9314,35.3,9,95,1.2,NP,1714188841
367,san pedro,14.35,121.0167,34.62,62,20,4.47,PH,1714188841
368,tofol,5.3248,163.0078,25.88,89,100,2.57,FM,1714188841
369,gadzhiyevo,69.2551,33.3362,0.12,89,100,4.8,RU,1714188842
370,bamboo flat,11.7,92.7167,33.05,66,40,2.06,IN,1714188842
371,cabaritan east,18.4206,121.4897,30.32,72,4,4.73,PH,1714188842
372,garachico,28.7781,-17.7646,17.06,55,100,2.06,ES,1714188842
373,lhasa,29.65,91.1,13.37,21,83,3.25,CN,1714188842
374,launceston,-41.45,147.1667,17.8,59,40,5.66,AU,1714188842
375,senillosa,-39.0,-68.4167,8.88,41,0,2.77,AR,1714188842
376,kavaratti,10.5669,72.642,29.86,71,20,2.94,IN,1714188843
377,kamina,-8.7386,24.9906,15.79,76,1,1.17,CD,1714188843
378,mogocha,53.7333,119.7667,2.88,38,100,2.61,RU,1714188826
379,alice springs,-23.7,133.8833,19.75,28,68,4.63,AU,1714188685
380,vuktyl,63.8567,57.3094,1.17,90,100,4.02,RU,1714188843
381,kayangel,8.0823,134.7173,28.65,81,65,8.07,PW,1714188843
382,tanggu,39.0211,117.6469,20.98,54,83,10.61,CN,1714188597
383,orenburg,51.7727,55.0988,14.01,63,100,4.25,RU,1714188679
384,ingeniero jacobacci,-41.3427,-69.5448,2.29,71,3,12.35,AR,1714188843
385,duba,27.3513,35.6901,25.72,66,87,5.18,SA,1714188843
386,amungan,15.3652,119.9582,31.89,58,0,5.41,PH,1714188844
387,mareeba,-17.0,145.4333,26.38,72,87,2.7,AU,1714188844
388,robore,-18.3333,-59.75,23.8,67,29,1.83,BO,1714188844
389,nova sintra,14.8667,-24.7167,23.08,83,11,7.79,CV,1714188844
390,bilajer,40.5681,50.0378,14.9,77,0,0.0,AZ,1714188844
391,tutoia,-2.7619,-42.2744,25.74,84,99,1.13,BR,1714188844
392,feijo,-8.1642,-70.3536,23.83,99,100,0.68,BR,1714188844
393,kone,-21.0595,164.8658,25.08,70,98,2.52,NC,1714188844
394,tolanaro,-25.0319,46.9987,22.04,88,20,1.03,MG,1714188844
395,shannon,52.7039,-8.8642,2.0,93,20,3.09,IE,1714188844
396,mil'kovo,55.6078,37.7956,14.68,98,100,2.24,RU,1714188845
397,nguigmi,14.2495,13.1092,28.47,20,100,3.99,NE,1714188845
398,eraan,9.0629,117.7016,35.62,47,68,3.11,PH,1714188845
399,beni,0.5,29.4667,16.24,96,96,1.38,CD,1714188845
400,aleksandrovsk-sakhalinskiy,50.8975,142.1561,12.54,44,88,4.27,RU,1714188845
401,kamuli,0.9472,33.1197,17.23,99,94,0.69,UG,1714188845
402,shahabad,27.65,79.95,34.64,25,100,3.54,IN,1714188845
403,miramichi,47.0043,-65.4654,-2.38,76,1,1.71,CA,1714188845
404,callao,-12.0667,-77.15,23.73,78,0,5.66,PE,1714188846
405,thohoyandou,-22.9456,30.485,16.26,92,94,4.14,ZA,1714188846
406,kandyagash,49.4744,57.4233,13.62,40,100,3.01,KZ,1714188846
407,brak,27.5496,14.2714,23.46,20,7,3.43,LY,1714188846
408,dara,15.3484,-15.4799,33.98,45,1,6.09,SN,1714188846
409,bonnyville,54.2668,-110.735,5.89,39,28,4.25,CA,1714188846
410,mount isa,-20.7333,139.5,28.87,28,0,4.12,AU,1714188846
411,puerto san jose,13.9256,-90.8244,29.2,71,30,3.17,GT,1714188846
412,najran,17.4924,44.1277,21.36,54,55,0.95,SA,1714188846
413,sitka,57.0531,-135.33,11.94,71,20,2.06,US,1714188797
414,pierre,44.3683,-100.351,10.51,93,100,6.69,US,1714188847
415,kita,13.0349,-9.4895,33.25,30,59,3.01,ML,1714188847
416,faranah,10.0404,-10.7434,23.31,83,88,3.55,GN,1714188847
417,longmen,24.9597,118.0889,23.34,79,94,1.61,CN,1714188847
418,basco,20.4487,121.9702,28.69,77,49,2.62,PH,1714188847
419,dellys,36.9172,3.9131,15.16,58,49,2.7,DZ,1714188847
420,santana,-0.0583,-51.1817,25.1,94,40,1.54,BR,1714188847
421,axim,4.8699,-2.2405,27.49,86,6,1.9,GH,1714188847
422,joaquin v. gonzalez,-25.0833,-64.1833,22.47,86,69,2.48,AR,1714188848
423,mantsala,60.6609,25.2838,2.04,96,26,2.01,FI,1714188848
424,grantsville,40.5999,-112.4644,9.52,89,100,1.54,US,1714188848
425,farafangana,-22.8167,47.8333,22.75,92,19,2.01,MG,1714188848
426,inari,68.906,27.0288,0.11,93,100,4.27,FI,1714188848
427,fort mcmurray,56.7268,-111.381,3.77,32,0,2.57,CA,1714188843
428,bafra,41.5678,35.9069,14.75,86,38,1.74,TR,1714188848
429,dolisie,-4.1997,12.6739,22.91,94,100,1.52,CG,1714188848
430,inhambane,-23.865,35.3833,21.99,94,40,0.0,MZ,1714188848
431,fort st. john,56.2499,-120.8529,5.94,49,75,2.57,CA,1714188849
432,tulagi,-9.0996,160.1476,29.3,74,86,3.27,SB,1714188849
433,byron bay,-28.65,153.6167,19.28,81,34,3.99,AU,1714188825
434,waingapu,-9.6567,120.2641,30.17,74,85,7.09,ID,1714188849
435,unai,-16.3575,-46.9061,21.4,74,0,0.45,BR,1714188849
436,dikhil,11.5,42.1667,25.93,73,23,2.85,DJ,1714188849
437,smara,26.7384,-11.6719,14.91,79,17,4.25,EH,1714188849
438,tra mhor,52.1624,-7.1524,3.68,84,59,4.02,IE,1714188849
439,cruz do espirito santo,-7.14,-35.0864,26.31,94,20,1.03,BR,1714188849
440,port douglas,-16.4833,145.4667,26.87,63,50,6.08,AU,1714188849
441,dhidhdhoo,6.8833,73.1,29.75,69,100,2.9,MV,1714188850
442,bardai,11.65,7.2333,27.45,50,93,6.18,NG,1714188850
443,fada n'gourma,12.0622,0.3578,33.06,40,79,3.84,BF,1714188850
444,kaiyuan,23.6977,103.3037,32.69,17,0,6.85,CN,1714188850
445,murehwa,-17.6432,31.784,13.39,84,0,3.35,ZW,1714188850
446,san luis,-33.295,-66.3356,15.01,84,60,10.69,AR,1714188587
447,santa cruz,-17.8,-63.1667,24.7,94,5,4.12,BO,1714188733
448,labasa,-16.4167,179.3833,29.72,73,31,1.89,FJ,1714188850
449,rawson,-43.3002,-65.1023,9.39,41,0,12.53,AR,1714188850
450,corner brook,48.9667,-57.9484,-0.91,84,3,1.17,CA,1714188571
451,roxborough park,39.4739,-105.0853,8.9,90,100,1.79,US,1714188850
452,sisophon,13.5859,102.9737,38.49,32,6,2.94,KH,1714188851
453,weno,7.4515,151.8468,28.62,82,100,10.29,FM,1714188851
454,baardheere,2.3446,42.2764,24.72,91,100,2.5,SO,1714188851
455,edson,53.5835,-116.4356,5.08,52,100,2.57,CA,1714188851
456,san juan del sur,11.2529,-85.8705,26.58,77,62,10.3,NI,1714188851
457,ormara,25.2088,64.6357,26.64,77,0,5.86,PK,1714188851
458,chimore,-16.9833,-65.1333,23.56,98,67,0.86,BO,1714188851
459,varzea grande,-15.6467,-56.1325,26.93,78,20,0.0,BR,1714188851
460,rio verde,21.9333,-99.9833,24.31,42,98,2.08,MX,1714188851
461,antipolo,14.5864,121.1753,33.87,56,20,3.6,PH,1714188852
462,khandud,36.9513,72.318,7.27,61,100,0.9,AF,1714188852
463,saudarkrokur,65.7461,-19.6394,0.64,76,16,1.9,IS,1714188852
464,mana,5.6592,-53.7767,26.27,81,83,4.12,GF,1714188852
465,chaparral,3.7232,-75.4832,20.56,91,91,1.86,CO,1714188852
466,idri,27.5,13.2667,25.63,16,50,7.68,LY,1714188852
467,santa flavia,38.085,13.5351,14.77,49,3,3.06,IT,1714188852
468,wahpeton,46.2652,-96.6059,9.4,100,100,3.09,US,1714188852
469,kabalo,-6.05,26.9167,20.04,97,89,1.74,CD,1714188853
470,bel ombre,-4.6167,55.4167,26.91,89,75,2.06,SC,1714188853
471,chhor,25.5167,69.7667,31.48,36,63,6.41,PK,1714188853
472,xinyuan,37.3,99.0,11.78,11,50,2.65,CN,1714188853
473,brod,45.1375,17.9897,8.04,87,79,1.55,BA,1714188853
474,sinop,41.7711,34.8709,12.09,94,100,0.55,TR,1714188853
475,staritsa,56.5075,34.9354,9.21,89,100,3.15,RU,1714188853
476,priob'ye,62.5206,65.5964,1.13,100,100,3.65,RU,1714188853
477,waterford,42.7023,-83.4027,13.62,53,100,6.17,US,1714188748
478,falam,22.9167,93.6833,31.94,19,0,3.21,MM,1714188854
479,kish,26.5578,54.0194,26.15,69,0,3.09,IR,1714188854
480,papao,-17.75,-149.55,30.37,82,49,9.91,PF,1714188854
481,barah,13.7,30.3667,29.39,13,43,3.85,SD,1714188854
482,kiuruvesi,63.65,26.6167,1.19,96,100,2.15,FI,1714188854
483,antofagasta,-23.65,-70.4,16.6,90,48,2.93,CL,1714188591
484,greenville,35.6127,-77.3663,13.4,83,0,3.6,US,1714188602
485,hazorasp,41.3194,61.0742,15.91,21,0,9.7,UZ,1714188854
486,gulf shores,30.246,-87.7008,23.36,74,0,4.12,US,1714188855
487,happy valley-goose bay,53.3168,-60.3315,-4.83,58,0,3.6,CA,1714188855
488,tarakan,3.3,117.6333,29.72,79,40,2.06,ID,1714188855
489,nguruka,-5.1092,31.0419,17.6,99,98,1.4,TZ,1714188855
490,sao vicente,-23.9631,-46.3919,26.82,26,0,0.25,BR,1714188855
491,hasaki,35.7333,140.8333,20.22,75,100,6.37,JP,1714188855
492,vila franca do campo,37.7167,-25.4333,14.23,66,50,5.62,PT,1714188855
493,klerksdorp,-26.8521,26.6667,14.55,77,14,3.2,ZA,1714188855
494,kenora,49.8167,-94.4337,6.54,100,100,3.6,CA,1714188820
495,san juan del rio,20.3833,-100.0,21.96,32,76,2.83,MX,1714188855
496,mutsu,41.2894,141.2169,22.57,34,94,0.53,JP,1714188855
497,concepcion del oro,24.6333,-101.4167,18.02,17,21,4.54,MX,1714188856
498,guerrero negro,27.9769,-114.0611,15.72,81,1,9.89,MX,1714188856
499,khasab,26.1799,56.2477,27.85,35,3,3.19,OM,1714188856
500,acapulco de juarez,16.8634,-99.8901,26.9,83,40,4.63,MX,1714188856
501,cabo san lucas,22.8909,-109.9124,23.67,69,75,6.17,MX,1714188683
502,ambato boeny,-16.4667,46.7167,24.08,87,28,0.7,MG,1714188856
503,fuerte olimpo,-21.0415,-57.8738,25.67,57,4,3.18,PY,1714188856
504,saguenay,48.4168,-71.0657,3.38,58,0,3.09,CA,1714188723
505,skuodas,56.2667,21.5333,5.92,84,46,3.59,LT,1714188856
506,tumayr,25.7039,45.868,25.8,21,6,3.6,SA,1714188856
507,broken hill,-31.95,141.4333,18.04,30,3,2.19,AU,1714188857
508,tamanrasset,22.785,5.5228,19.95,14,0,3.09,DZ,1714188857
509,abaetetuba,-1.7181,-48.8825,24.17,96,71,1.32,BR,1714188857
510,onega,63.9061,38.1404,2.21,99,100,1.81,RU,1714188857
511,gamay,12.3854,125.2979,32.01,62,72,4.18,PH,1714188857
512,madingou,-4.1536,13.55,23.41,87,99,0.73,CG,1714188857
513,villa rica,33.7321,-84.9191,19.96,86,94,1.34,US,1714188857
514,mthatha,-31.5889,28.7844,14.31,94,100,3.6,ZA,1714188857
515,tagiura,32.8817,13.3506,17.78,71,2,9.99,LY,1714188857
516,nizhniy odes,63.6445,54.856,1.98,100,100,2.4,RU,1714188857
517,cam ranh,11.9214,109.1591,34.98,46,0,3.6,VN,1714188858
518,meijel,51.3443,5.8855,8.47,94,88,3.36,NL,1714188858
519,buala,-8.145,159.5921,30.41,70,76,2.69,SB,1714188858
520,borgarnes,64.5383,-21.9206,1.03,79,11,5.05,IS,1714188858
521,portland,45.5234,-122.6762,12.91,87,100,0.89,US,1714188003
522,mount pearl,47.5166,-52.7813,-0.48,84,75,3.6,CA,1714188858
523,chengde,40.9725,117.9361,17.45,44,100,3.94,CN,1714188858
524,sidi khaled,34.387,4.9879,17.85,47,1,4.43,DZ,1714188858
525,rouissat,31.9243,5.3502,18.04,45,0,3.09,DZ,1714188858
526,bueng kan,18.363,103.6519,40.25,21,0,3.33,TH,1714188858
527,ishigaki,24.3448,124.1572,27.07,89,75,5.14,JP,1714188859
528,san roque,36.2107,-5.3842,15.05,88,75,7.2,ES,1714188859
529,namtsy,62.7161,129.6658,-2.81,74,64,6.67,RU,1714188859
530,skovorodino,53.9833,123.9167,2.24,32,87,5.13,RU,1714188859
531,salina cruz,16.1667,-95.2,27.35,84,0,2.96,MX,1714188859
532,opuwo,-18.0607,13.84,17.44,28,3,2.16,NA,1714188859
533,castillos,-34.1667,-53.8333,19.03,97,97,4.89,UY,1714188859
534,ippy,6.2679,21.2247,23.1,77,25,2.45,CF,1714188859
535,lignano sabbiadoro,45.6922,13.1481,10.53,62,100,2.4,IT,1714188859
536,amol,36.4696,52.3507,20.78,54,0,0.64,IR,1714188859
537,barra de santo antonio,-9.4047,-35.5072,25.6,81,78,4.69,BR,1714188860
538,olingan,8.5314,123.3194,31.51,67,81,3.47,PH,1714188860
539,ambodifotatra,-16.9833,49.85,26.03,89,40,4.12,MG,1714188860
540,yongchuan,29.3514,105.8947,25.94,64,100,1.17,CN,1714188860
541,rabaul,-4.1967,152.1721,29.14,77,55,2.23,PG,1714188860
542,sebin karahisar,40.2883,38.4236,15.06,65,100,0.72,TR,1714188860
543,dzhalagash,45.0833,64.6667,15.74,16,1,8.03,KZ,1714188860
544,yangjiang,21.85,111.9667,30.21,75,84,4.82,CN,1714188860
545,ermoupolis,37.4423,24.9425,15.39,72,2,2.06,GR,1714188860
546,kolondieba,11.0882,-6.8926,29.61,54,73,3.33,ML,1714188860
547,wanxian,30.8039,108.3897,22.04,83,100,1.41,CN,1714188861
548,santa elena de uairen,4.6167,-61.1333,22.0,66,82,1.21,VE,1714188861
549,kingscliff,-28.2667,153.5667,23.86,73,75,6.17,AU,1714188861
550,hotan,37.0997,79.9269,23.57,10,100,7.29,CN,1714188861
551,geraldton,-28.7667,114.6,27.23,32,4,3.09,AU,1714188686
552,kshenskiy,51.8408,37.7136,13.79,92,100,2.07,RU,1714188795
553,akureyri,65.6835,-18.0878,-0.04,80,100,3.09,IS,1714188861
554,tselinnoye,53.0833,85.6667,8.25,54,2,2.38,RU,1714188861
555,sisimiut,66.9395,-53.6735,-0.24,92,38,1.58,GL,1714188861
556,arar,30.9753,41.0381,22.01,16,0,0.0,SA,1714188861
557,langepas,61.2544,75.2124,2.74,90,76,3.97,RU,1714188862
558,sarangani,5.4033,125.4636,28.6,80,89,9.33,PH,1714188862
559,la charite-sur-loire,47.1833,3.0167,7.9,94,93,3.3,FR,1714188862
560,himimachi,36.85,136.9833,24.8,46,100,1.0,JP,1714188862
561,istgah-e rah ahan-e garmsar,35.2346,52.3094,19.72,29,4,5.74,IR,1714188862
562,ebeltoft,56.1944,10.6821,2.99,93,20,1.54,DK,1714188862
563,maragogi,-9.0122,-35.2225,26.56,82,71,3.35,BR,1714188862
564,loch garman,52.3342,-6.4575,4.94,100,97,2.24,IE,1714188760
565,soro,21.2881,86.6858,39.42,26,0,3.04,IN,1714188862
566,bhimunipatnam,17.8833,83.4333,30.73,56,0,4.38,IN,1714188863
567,rexburg,43.826,-111.7897,10.99,62,100,3.6,US,1714188863
568,pauini,-7.7136,-66.9764,24.85,90,99,1.2,BR,1714188863
569,sao jose da coroa grande,-8.8978,-35.1478,27.08,80,87,3.92,BR,1714188863
570,tabou,4.423,-7.3528,26.88,88,64,2.69,CI,1714188863
571,acarau,-2.8856,-40.12,24.84,92,100,5.63,BR,1714188863
572,shanhaiguan,39.9988,119.7564,20.62,34,91,7.66,CN,1714188863
573,bandar-e lengeh,26.5579,54.8807,27.06,47,0,3.09,IR,1714188863
574,greenbrier,36.4276,-86.8047,23.46,70,75,2.57,US,1714188863
575,linhares,-19.3911,-40.0722,22.09,88,99,1.78,BR,1714188863
576,kzyltu,53.6364,72.3414,10.71,27,91,1.44,KZ,1714188864
577,palmer,42.1584,-72.3287,7.78,63,0,1.87,US,1714188864
578,champerico,14.3,-91.9167,29.8,68,74,3.78,GT,1714188864
579,bratsk,56.1325,101.6142,9.27,67,92,4.74,RU,1714188864
580,belmonte,-15.8631,-38.8828,24.82,88,0,2.83,BR,1714188864
581,fortuna,40.5982,-124.1573,11.48,91,100,4.63,US,1714188864
